os_postcode,uprn,pao,street,town,postcode,lr_ccod_address,uprn2,os_lpi_address,os_pao
SE17 1PR,10090283739,"MORANT COURT, 5",MUNTON ROAD,,,"134 New Kent Road, London (SE1 6TY)",10090283739,"MORANT COURT, 5 MUNTON ROAD, LONDON, SE17 1PR",MORANT COURT 5 MUNTON ROAD
SE1 6TU,10090283726,"CUTLER APARTMENTS, 134",NEW KENT ROAD,,,"134 New Kent Road, London (SE1 6TY)",10090283726,"CUTLER APARTMENTS, 134 NEW KENT ROAD, LONDON, SE1 6TU",CUTLER APARTMENTS 134 NEW KENT ROAD
SE17 1AF,10090283548,17,BECKWAY STREET,,,"10-21 Comus Place, London (SE17 1TQ)",10090283548,"17 BECKWAY STREET, LONDON, SE17 1AF",17 BECKWAY STREET
SE1 3FF,10090282944,19,MILLSTREAM ROAD,,,,10090282944,"19 MILLSTREAM ROAD, LONDON, SE1 3FF",19 MILLSTREAM ROAD
SE16 3DG,10013533789,6,VARCOE ROAD,,,"4 to 28 (evens) Varcoe Road, London",10013533789,"6 VARCOE ROAD, LONDON, SE16 3DG",6 VARCOE ROAD
SE1 9NX,10013532873,100,SOUTHWARK STREET,,,"part of St. Christopher House, 90-114 Southwark Street, London (SE1 0TE)",10013532873,"100 SOUTHWARK STREET, LONDON, SE1 9NX",100 SOUTHWARK STREET
SE1 0HX,10013532832,20130501,GREAT SUFFOLK STREET,,,"5, 7, 9, 11 and 13 Great Suffolk Street, London (SE1 0NS)",10013532832,"5-13, GREAT SUFFOLK STREET, LONDON, SE1 0HX",5-13 GREAT SUFFOLK STREET
SE1 0FF,10013532646,17,GREAT SUFFOLK STREET,,,,10013532646,"17 GREAT SUFFOLK STREET, LONDON, SE1 0FF",17 GREAT SUFFOLK STREET
SE1 6EE,10013532212,8,WALWORTH ROAD,,,"Castle House, Walworth Road, London",10013532212,"8 WALWORTH ROAD, LONDON, SE1 6EE",8 WALWORTH ROAD
SE1 9EQ,10013531967,28,PARK STREET,,,,10013531967,"28 PARK STREET, LONDON, SE1 9EQ",28 PARK STREET
SE16 7AN,10013531769,MONTREAL HOUSE,SURREY QUAYS ROAD,,,"Montreal House, Surrey Quays Road, London (SE16 7AP)",10013531769,"MONTREAL HOUSE, SURREY QUAYS ROAD, LONDON, SE16 7AN",MONTREAL HOUSE SURREY QUAYS ROAD
SE16 3FG,10013531692,"WEIGHTMAN HOUSE, 124A",SPA ROAD,,,"Weightman House, 124a Spa Road, London (SE16 3FG)",10013531692,"WEIGHTMAN HOUSE, 124A, SPA ROAD, LONDON, SE16 3FG",WEIGHTMAN HOUSE 124A SPA ROAD
SE16 3FD,10013531691,"SANDOVER HOUSE, 124",SPA ROAD,,,"Land on the south side of Spa Road, London",10013531691,"SANDOVER HOUSE, 124 SPA ROAD, LONDON, SE16 3FD",SANDOVER HOUSE 124 SPA ROAD
SE15 3BP,10013531514,46,SOLOMONS PASSAGE,,,"land on the south east side of Solomons Passage, London",10013531514,"46 SOLOMONS PASSAGE, LONDON, SE15 3BP",46 SOLOMONS PASSAGE
SE15 3BP,10013531513,44,SOLOMONS PASSAGE,,,"land on the south east side of Solomons Passage, London",10013531513,"44 SOLOMONS PASSAGE, LONDON, SE15 3BP",44 SOLOMONS PASSAGE
SE15 3BP,10013531512,42,SOLOMONS PASSAGE,,,"land on the south east side of Solomons Passage, London",10013531512,"42 SOLOMONS PASSAGE, LONDON, SE15 3BP",42 SOLOMONS PASSAGE
SE15 3BP,10013531511,40,SOLOMONS PASSAGE,,,"land on the south east side of Solomons Passage, London",10013531511,"40 SOLOMONS PASSAGE, LONDON, SE15 3BP",40 SOLOMONS PASSAGE
SE1 3QJ,10013531393,54,WESTON STREET,,,,10013531393,"54 WESTON STREET, LONDON, SE1 3QJ",54 WESTON STREET
SE1 9RE,10013531045,"BLOCK D, 5",SUMNER STREET,,,"National Grid House, Sumner Street, London (SE1 9JZ)",10013531045,"BLOCK D, 5 SUMNER STREET, LONDON, SE1 9RE",BLOCK D 5 SUMNER STREET
SE1 9NX,10013530963,"BLOCK C, 70",HOLLAND STREET,,,"National Grid House, Sumner Street, London (SE1 9JZ)",10013530963,"BLOCK C, 70 HOLLAND STREET, LONDON, SE1 9NX",BLOCK C 70 HOLLAND STREET
SE1 9JF,10013530903,"BLOCK B, 60",HOLLAND STREET,,,"National Grid House, Sumner Street, London (SE1 9JZ)",10013530903,"BLOCK B, 60 HOLLAND STREET, LONDON, SE1 9JF",BLOCK B 60 HOLLAND STREET
SE1 9FU,10013530868,"BLOCK A, 50",HOLLAND STREET,,,"National Grid House, Sumner Street, London (SE1 9JZ)",10013530868,"BLOCK A, 50 HOLLAND STREET, LONDON, SE1 9FU",BLOCK A 50 HOLLAND STREET
SE1 3FG,10013530766,"LUMIA LOFTS, 160",TOWER BRIDGE ROAD,,,"160-164 Tower Bridge Road, London (SE1 3FG)",10013530766,"LUMIA LOFTS, 160 TOWER BRIDGE ROAD, LONDON, SE1 3FG",LUMIA LOFTS 160 TOWER BRIDGE ROAD
SE1 9RT,10013530650,GUYS HOSPITAL,GREAT MAZE POND,,,"Guys Hospital, Great Maze Pond, London (SE1 9RT)",10013530650,"TOWER WING, GUYS HOSPITAL, GREAT MAZE POND, LONDON, SE1 9RT",GUYS HOSPITAL GREAT MAZE POND
SE1 9LB,10013530594,"EVANS GRANARY APARTMENTS, 38",STONEY STREET,,,"Pontifex and Evans Warehouses and Horseshoe Wharf, Clink Street, London",10013530594,"EVANS GRANARY APARTMENTS, 38 STONEY STREET, LONDON, SE1 9LB",EVANS GRANARY APARTMENTS 38 STONEY STREET
SE1 3FE,10013530447,"VENTURE COURT, 206",BERMONDSEY STREET,,,"206-208 Bermondsey Street, London (SE1 3TQ)",10013530447,"VENTURE COURT, 206 BERMONDSEY STREET, LONDON, SE1 3FE",VENTURE COURT 206 BERMONDSEY STREET
SE1 3FU,10091667635,"ARC HOUSE, 16",MALTBY STREET,,,"The Arc, 82-84 Tanner Street, London (SE1 3PJ)",10091667635,,
SE16 7AJ,10013529817,TORONTO HOUSE,SURREY QUAYS ROAD,,,"Block B1, Toronto House, Surrey Quays Road, London (SE16 7AJ)",10013529817,"TORONTO HOUSE, SURREY QUAYS ROAD, LONDON, SE16 7AJ",TORONTO HOUSE SURREY QUAYS ROAD
SE1 6PD,10013529326,"WELLESLEY COURT, 15",ROCKINGHAM STREET,,,"The Isaac Bell, 45 Tarn Street, London (SE1 6PD)",10013529326,"WELLESLEY COURT, 15 ROCKINGHAM STREET, LONDON, SE1 6PD",WELLESLEY COURT 15 ROCKINGHAM STREET
SE15 2AJ,10013529289,"SONESTA APARTMENTS, 2A",BURCHELL ROAD,,,"site of 82 and 84 Queen's Road, Peckham, London",10013529289,"SONESTA APARTMENTS, 2A, BURCHELL ROAD, LONDON, SE15 2AJ",SONESTA APARTMENTS 2A BURCHELL ROAD
SE17 3BY,10013529270,22,AMELIA STREET,,,"Land on the north side of Amelia Street, London",10013529270,"22 AMELIA STREET, LONDON, SE17 3BY",22 AMELIA STREET
SE16 4RJ,10013529255,DAVOLL COURT,MARINE STREET,,,"Salmon Youth Centre, 43 Old Jamaica Road, London (SE16 4TE)",10013529255,"DAVOLL COURT, MARINE STREET, LONDON, SE16 4RJ",DAVOLL COURT MARINE STREET
SE1 0UG,10013529253,18,GREAT SUFFOLK STREET,,,,10013529253,"18 GREAT SUFFOLK STREET, LONDON, SE1 0UG",18 GREAT SUFFOLK STREET
SE1 2DR,10013529225,GEDLING COURT,SWEENEY CRESCENT,,,"Gedling Mission Hall, Sweeney Crescent, London (SE1 2DS)",10013529225,"GEDLING COURT, SWEENEY CRESCENT, LONDON, SE1 2DR",GEDLING COURT SWEENEY CRESCENT
SE1 2RN,10013529198,GEDLING COURT,JAMAICA ROAD,,,"Gedling Mission Hall, Sweeney Crescent, London (SE1 2DS)",10013529198,"GEDLING COURT, JAMAICA ROAD, LONDON, SE1 2RN",GEDLING COURT JAMAICA ROAD
SE1 3FD,10013529056,12,BERMONDSEY SQUARE,,,"10-15 (inclusive), Bermondsey Square, London",10013529056,"12 BERMONDSEY SQUARE, LONDON, SE1 3FD",12 BERMONDSEY SQUARE
SE16 4RP,10013528912,"EYOT HOUSE, 50",OLD JAMAICA ROAD,,,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",10013528912,"EYOT HOUSE, 50 OLD JAMAICA ROAD, LONDON, SE16 4RP",EYOT HOUSE 50 OLD JAMAICA ROAD
SE16 4RP,10013528849,EYOT HOUSE,SUN PASSAGE,,,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",10013528849,"EYOT HOUSE, SUN PASSAGE, LONDON, SE16 4RP",EYOT HOUSE SUN PASSAGE
SE16 4SZ,10013528796,EYOT HOUSE,MARINE STREET,,,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",10013528796,"EYOT HOUSE, MARINE STREET, LONDON, SE16 4SZ",EYOT HOUSE MARINE STREET
SE16 4AH,10013528484,HICKS HOUSE,SPA ROAD,,,"land on the west side of Thurland Road, London",10013528484,"HICKS HOUSE, SPA ROAD, LONDON, SE16 4AH",HICKS HOUSE SPA ROAD
SE16 4AH,10013528447,HICKS HOUSE,FREAN STREET,,,"land on the west side of Thurland Road, London",10013528447,"HICKS HOUSE, FREAN STREET, LONDON, SE16 4AH",HICKS HOUSE FREAN STREET
SE16 4AE,10013528437,PROSPECT HOUSE,OLD JAMAICA ROAD,,,"land on the west side of Thurland Road, London",10013528437,"PROSPECT HOUSE, OLD JAMAICA ROAD, LONDON, SE16 4AE",PROSPECT HOUSE OLD JAMAICA ROAD
SE16 4SZ,10013528393,PROSPECT HOUSE,SUN PASSAGE,,,"land on the west side of Thurland Road, London",10013528393,"PROSPECT HOUSE, SUN PASSAGE, LONDON, SE16 4SZ",PROSPECT HOUSE SUN PASSAGE
SE16 4RP,10013528337,PROSPECT HOUSE,FREAN STREET,,,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",10013528337,"PROSPECT HOUSE, FREAN STREET, LONDON, SE16 4RP",PROSPECT HOUSE FREAN STREET
SE1 2FB,10013528169,"KAMEN HOUSE, 17-21",MAGDALEN STREET,,,"Kamen House, 17-24 Magdalen Street, London (SE1 2EN)",10013528169,"KAMEN HOUSE, 17-21, MAGDALEN STREET, LONDON, SE1 2FB",KAMEN HOUSE 17-21 MAGDALEN STREET
SE1 9DR,10013527997,30,PARK STREET,,,,10013527997,"30 PARK STREET, LONDON, SE1 9DR",30 PARK STREET
SE16 2BE,10013527974,"SUMERIA COURT, 177",ROTHERHITHE NEW ROAD,,,"173-181 Rotherhithe New Road,  London (SE16 2BE)",10013527974,"SUMERIA COURT, 177 ROTHERHITHE NEW ROAD, LONDON, SE16 2BE",SUMERIA COURT 177 ROTHERHITHE NEW ROAD
SE1 2AU,10013527942,3,MORE LONDON PLACE,,,"The More London Estate, Tooley Street, London",10013527942,"3 MORE LONDON PLACE, LONDON, SE1 2AU",3 MORE LONDON PLACE
SE15 1AJ,10013527188,"RADFORD COURT, 814",OLD KENT ROAD,,,"1 to 21 (inclusive) Radford Court, 814 Old Kent Road, London (SE15 1AJ)",10013527188,"RADFORD COURT, 814 OLD KENT ROAD, LONDON, SE15 1AJ",RADFORD COURT 814 OLD KENT ROAD
SE1 0DQ,10013527116,140,SOUTHWARK BRIDGE ROAD,,,land on the north west side of Southwark Bridge Road (SE1 0DG),10013527116,"140 SOUTHWARK BRIDGE ROAD, LONDON, SE1 0DQ",140 SOUTHWARK BRIDGE ROAD
SE1 3GH,10013526585,"AMISHA COURT, 161",GRANGE ROAD,,,,10013526585,"AMISHA COURT, 161 GRANGE ROAD, LONDON, SE1 3GH",AMISHA COURT 161 GRANGE ROAD
SE1 8NJ,10013526567,"PALESTRA HOUSE, 197",BLACKFRIARS ROAD,,,,10013526567,"PALESTRA HOUSE, 197 BLACKFRIARS ROAD, LONDON, SE1 8NJ",PALESTRA HOUSE 197 BLACKFRIARS ROAD
SE15 4ST,10013525754,CHLOE COURT,BOURNEMOUTH ROAD,,,"137 to 141 (odd) Rye Lane, London (SE15 4ST)",10013525754,"CHLOE COURT, BOURNEMOUTH ROAD, LONDON, SE15 4ST",CHLOE COURT BOURNEMOUTH ROAD
SE15 4ST,10013525739,"THALIA COURT, 137",RYE LANE,,,"137 to 141 (odd) Rye Lane, London (SE15 4ST)",10013525739,"THALIA COURT, 137 RYE LANE, LONDON, SE15 4ST",THALIA COURT 137 RYE LANE
SE1 2AP,10013525609,2B,MORE LONDON RIVERSIDE,,,"The More London Estate, Tooley Street, London",10013525609,"2B, MORE LONDON RIVERSIDE, LONDON, SE1 2AP",2B MORE LONDON RIVERSIDE
SE15 4UP,10013525421,263,RYE LANE,,,"Blocks A and B, 249-267 Rye Lane, London",10013525421,"263 RYE LANE, LONDON, SE15 4UP",263 RYE LANE
SE15 4UP,10013525382,257,RYE LANE,,,"Blocks A and B, 249-267 Rye Lane, London",10013525382,"257 RYE LANE, LONDON, SE15 4UP",257 RYE LANE
SE15 4UP,10013525373,253,RYE LANE,,,"Block C, 249/267 Rye Lane, London",10013525373,"253 RYE LANE, LONDON, SE15 4UP",253 RYE LANE
SE15 4UP,10013525324,249,RYE LANE,,,"249-267 Rye Lane, London (SE15 4UP)",10013525324,"249 RYE LANE, LONDON, SE15 4UP",249 RYE LANE
SE16 4QJ,10013525321,20,ST JAMESS ROAD,,,"20-30 (even), St James's Road, London (SE16 4QR)",10013525321,"20 ST JAMESS ROAD, LONDON, SE16 4QJ",20 ST JAMESS ROAD
SE16 6RL,10013525198,GIVERNY HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525198,"GIVERNY HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RL",GIVERNY HOUSE WATER GARDENS SQUARE
SE16 6RJ,10013525158,HELIGAN HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525158,"HELIGAN HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RJ",HELIGAN HOUSE WATER GARDENS SQUARE
SE16 6RH,10013525122,EDEN HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525122,"EDEN HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RH",EDEN HOUSE WATER GARDENS SQUARE
SE16 6RG,10013525082,DOVECOTE HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525082,"DOVECOTE HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RG",DOVECOTE HOUSE WATER GARDENS SQUARE
SE16 6RF,10013525046,CHANNEL HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525046,"CHANNEL HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RF",CHANNEL HOUSE WATER GARDENS SQUARE
SE16 6RN,10013525003,PAVILLION HOUSE,WATER GARDENS SQUARE,,,"Site D, Canada Water Retail Park, London",10013525003,"PAVILLION HOUSE, WATER GARDENS SQUARE, LONDON, SE16 6RN",PAVILLION HOUSE WATER GARDENS SQUARE
SE1 9PG,10013524697,"ENTERPRISE HOUSE, 1-2",HATFIELDS,,,"2 Hatfields and land and buildings on the east side of Broadwall, London (SE1 9PG)",10013524697,"ENTERPRISE HOUSE, 1-2, HATFIELDS, LONDON, SE1 9PG",ENTERPRISE HOUSE 1-2 HATFIELDS
SE15 3SS,10013524529,"SARAWAK COURT, 47",CONSORT ROAD,,,"51 to 69 (odd) Consort Road and Sarawak Court, 47 Consort Road, London",10013524529,"SARAWAK COURT, 47 CONSORT ROAD, LONDON, SE15 3SS",SARAWAK COURT 47 CONSORT ROAD
SE1 3TN,10013524499,11,BELL YARD MEWS,,,"Blocks L, M and R, 175 Bermondsey Street, London (SE1 3UW)",10013524499,"11 BELL YARD MEWS, LONDON, SE1 3TN",11 BELL YARD MEWS
SE22 8BF,10013524448,MARY SEACOLE COURT,DOG KENNEL HILL,,,"Dog Kennel Hill J M & I School, Dog Kennel Hill, London",10013524448,"MARY SEACOLE COURT, DOG KENNEL HILL, LONDON, SE22 8BF",MARY SEACOLE COURT DOG KENNEL HILL
SE15 6PW,10013524336,GALLERIA COURT,SUMNER ROAD,,,"1 to 86 Galleria Court, Sumner Road, London (SE15 6PW) and 87 to 153 Galleria Court, Pennack Road, London (SE15 6PY)",10013524336,"GALLERIA COURT, SUMNER ROAD, LONDON, SE15 6PW",GALLERIA COURT SUMNER ROAD
SE1 3GF,10013524331,"ARTESIAN HOUSE, 137",GRANGE ROAD,,,"Artesian House, Grange Road, London (SE1 3GF)",10013524331,"ARTESIAN HOUSE, 137 GRANGE ROAD, LONDON, SE1 3GF",ARTESIAN HOUSE 137 GRANGE ROAD
SE1 3GF,10013524318,"ARTESIAN HOUSE, 136",GRANGE ROAD,,,"Artesian House, Grange Road, London (SE1 3GF)",10013524318,"ARTESIAN HOUSE, 136 GRANGE ROAD, LONDON, SE1 3GF",ARTESIAN HOUSE 136 GRANGE ROAD
SE1 5DP,10013524220,ST AUGUSTINES COURT,LYNTON ROAD,,,"St Augustines Church, Lynton Road, London, (SE1 5DP)",10013524220,"ST AUGUSTINES COURT, LYNTON ROAD, LONDON, SE1 5DP",ST AUGUSTINES COURT LYNTON ROAD
SE1 3XF,10013524037,39-45,BERMONDSEY STREET,,,"39 and 41 Bermondsey Street, London (SE1 3XF)",10013524037,"39-45, BERMONDSEY STREET, LONDON, SE1 3XF",39-45 BERMONDSEY STREET
SE16 3BA,10009807821,BATWA HOUSE,CREDON ROAD,,,"Flats 1 to 45 (inclusive), Batwa House, Credon Road, London",10009807821,"BATWA HOUSE, CREDON ROAD, LONDON, SE16 3BA",BATWA HOUSE CREDON ROAD
SE16 3BA,10009807802,BATWA HOUSE,VARCOE ROAD,,,"Flats 1 to 45 (inclusive), Batwa House, Credon Road, London",10009807802,"BATWA HOUSE, VARCOE ROAD, LONDON, SE16 3BA",BATWA HOUSE VARCOE ROAD
SE1 3PL,10009807340,61,TANNER STREET,,,"59 to 65 (odd) Tanner Street, London",10009807340,"61 TANNER STREET, LONDON, SE1 3PL",61 TANNER STREET
SE1 1QP,10009807339,56,LANT STREET,,,,10009807339,"56 LANT STREET, LONDON, SE1 1QP",56 LANT STREET
SE1 1QP,10009807338,56A,LANT STREET,,,,10009807338,"56A, LANT STREET, LONDON, SE1 1QP",56A LANT STREET
SE1 1QP,10009807337,54,LANT STREET,,,,10009807337,"54 LANT STREET, LONDON, SE1 1QP",54 LANT STREET
SE1 0BB,10009807335,59B,GREAT SUFFOLK STREET,,,"57 and, 59 Great Suffolk Street, London (SE1 0BB)",10009807335,"59B, GREAT SUFFOLK STREET, LONDON, SE1 0BB",59B GREAT SUFFOLK STREET
SE1 0BB,10009807334,59,GREAT SUFFOLK STREET,,,"57 and, 59 Great Suffolk Street, London (SE1 0BB)",10009807334,"59 GREAT SUFFOLK STREET, LONDON, SE1 0BB",59 GREAT SUFFOLK STREET
SE1 3XG,10009807027,SHIVA THE TANNERY,BERMONDSEY STREET,,,"Shiva, The Tanneries, Bermondsey Street, London (SE1 3XH)",10009807027,"SHIVA THE TANNERY, BERMONDSEY STREET, LONDON, SE1 3XG",SHIVA THE TANNERY BERMONDSEY STREET
SE1 3PL,10009806971,55,TANNER STREET,,,"53 and, 55 Tanner Street, London (SE1 3PN)",10009806971,"55 TANNER STREET, LONDON, SE1 3PL",55 TANNER STREET
SE1 3TY,10009806839,15,BELL YARD MEWS,,,"15 Bell Yard Mews, London (SE1 3TY)",10009806839,"15 BELL YARD MEWS, LONDON, SE1 3TY",15 BELL YARD MEWS
SE1 2AW,10009806810,173,TOWER BRIDGE ROAD,,,"171 Tower Bridge Road, London (SE1 2AW)",10009806810,"173 TOWER BRIDGE ROAD, LONDON, SE1 2AW",173 TOWER BRIDGE ROAD
SE1 4PD,10009806763,195,LONG LANE,,,"193-197 Long Lane, London (SE1 4PN)",10009806763,"195 LONG LANE, LONDON, SE1 4PD",195 LONG LANE
SE1 2AU,10009806682,6,MORE LONDON PLACE,,,"The More London Estate, Tooley Street, London",10009806682,"6 MORE LONDON PLACE, LONDON, SE1 2AU",6 MORE LONDON PLACE
SE1 2AP,10009806681,2,MORE LONDON RIVERSIDE,,,"The More London Estate, Tooley Street, London",10009806681,"2 MORE LONDON RIVERSIDE, LONDON, SE1 2AP",2 MORE LONDON RIVERSIDE
SE1 4NA,10009806016,EMPIRE SQUARE SOUTH,EMPIRE SQUARE,,,"Land on the east side of Tabard Street, London",10009806016,"EMPIRE SQUARE SOUTH, EMPIRE SQUARE, LONDON, SE1 4NA",EMPIRE SQUARE SOUTH EMPIRE SQUARE
SE1 4NB,10009805926,EMPIRE SQUARE EAST,EMPIRE SQUARE,,,"Land on the east side of Tabard Street, London",10009805926,"EMPIRE SQUARE EAST, EMPIRE SQUARE, LONDON, SE1 4NB",EMPIRE SQUARE EAST EMPIRE SQUARE
SE17 3AF,10009805627,9,STEEDMAN STREET,,,"Land on the south side of Steedman Street, London (SE17 3AF)",10009805627,"9 STEEDMAN STREET, LONDON, SE17 3AF",9 STEEDMAN STREET
SE15 5LQ,10009805544,"PELICAN HOUSE, 92",PECKHAM ROAD,,,"88-96 (even) Peckham Road, London (SE15 5LQ)",10009805544,"PELICAN HOUSE, 92 PECKHAM ROAD, LONDON, SE15 5LQ",PELICAN HOUSE 92 PECKHAM ROAD
SE1 3LW,10009805411,153,TOWER BRIDGE ROAD,,,"151 Tower Bridge Road, London (SE1 3LW)",10009805411,"153 TOWER BRIDGE ROAD, LONDON, SE1 3LW",153 TOWER BRIDGE ROAD
SE1 3FT,10009805336,151,TOWER BRIDGE ROAD,,,"151 Tower Bridge Road, London (SE1 3LW)",10009805336,"151 TOWER BRIDGE ROAD, LONDON, SE1 3FT",151 TOWER BRIDGE ROAD
SE1 4PD,10009805175,197,LONG LANE,,,"193-197 Long Lane, London (SE1 4PN)",10009805175,"197 LONG LANE, LONDON, SE1 4PD",197 LONG LANE
SE1 4PD,10009805174,193,LONG LANE,,,"193-197 Long Lane, London (SE1 4PN)",10009805174,"193 LONG LANE, LONDON, SE1 4PD",193 LONG LANE
SE1 0BU,10009805097,91,GREAT SUFFOLK STREET,,,"98-118 Southwark Bridge Road, London (SE1 0BQ)",10009805097,"91 GREAT SUFFOLK STREET, LONDON, SE1 0BU",91 GREAT SUFFOLK STREET
SE17 1HG,10009804841,LAUREL APARTMENTS,TOWNSEND STREET,,,"Land and buildings including 1-46 Laurel Apartments, Townsend Street, London (SE17 1HG), 1-18 Alexandria Apartments, Congreve Street, London (SE17 1HJ), and 5, 7, 9, and 11 Townsend Street, London (SE17 1TF)",10009804841,"LAUREL APARTMENTS, TOWNSEND STREET, LONDON, SE17 1HG",LAUREL APARTMENTS TOWNSEND STREET
SE22 8AA,10009804723,8,DOG KENNEL HILL,,,land on the South West side of Dog Kennel Hill,10009804723,"8 DOG KENNEL HILL, LONDON, SE22 8AA",8 DOG KENNEL HILL
SE1 0NW,10009804722,88,UNION STREET,,,,10009804722,"88 UNION STREET, LONDON, SE1 0NW",88 UNION STREET
SE1 2BB,10009804565,"ST SAVIOURS WHARF, 23",MILL STREET,,,"Saint Saviour's Wharf, Mill Street, London (SE1 2BE)",10009804565,"ST SAVIOURS WHARF, 23 MILL STREET, LONDON, SE1 2BB",ST SAVIOURS WHARF 23 MILL STREET
SE1 0BQ,10009804414,118,SOUTHWARK BRIDGE ROAD,,,"98-118 Southwark Bridge Road, London (SE1 0BQ)",10009804414,"118 SOUTHWARK BRIDGE ROAD, LONDON, SE1 0BQ",118 SOUTHWARK BRIDGE ROAD
SE1 0ED,10009804413,93,GREAT SUFFOLK STREET,,,"98-118 Southwark Bridge Road, London (SE1 0BQ)",10009804413,"93 GREAT SUFFOLK STREET, LONDON, SE1 0ED",93 GREAT SUFFOLK STREET
SE1 1XF,10009804255,72-76,BOROUGH HIGH STREET,,,"72 to 76 (even), Borough High Street, London and 1B, 3, 4, 5, 6, 7 Maidstone Building Mews",10009804255,"72-76, BOROUGH HIGH STREET, LONDON, SE1 1XF",72-76 BOROUGH HIGH STREET
SE1 1PZ,10009804114,"SIGNAL HOUSE, 137A",GREAT SUFFOLK STREET,,,,10009804114,"SIGNAL HOUSE, 137A, GREAT SUFFOLK STREET, LONDON, SE1 1PZ",SIGNAL HOUSE 137A GREAT SUFFOLK STREET
SE16 4RN,10009804026,"LUNA HOUSE, 37",BERMONDSEY WALL WEST,,,"34 to 40 (Even) Bermondsey Wall West and land and buildings on the north east and south west sides of Chambers Street, London",10009804026,"LUNA HOUSE, 37 BERMONDSEY WALL WEST, LONDON, SE16 4RN",LUNA HOUSE 37 BERMONDSEY WALL WEST
SE15 5SL,10009803841,"GAUMONT HOUSE, 1",STAFFORDSHIRE STREET,,,"151 and 169 High Street, Peckham, London (SE15 5SL)",10009803841,"GAUMONT HOUSE, 1 STAFFORDSHIRE STREET, LONDON, SE15 5SL",GAUMONT HOUSE 1 STAFFORDSHIRE STREET
SE1 0PN,10009803467,76-80,SOUTHWARK STREET,,,"76-80 Southwark Street, London (SE1 0PN)",10009803467,"76-80, SOUTHWARK STREET, LONDON, SE1 0PN",76-80 SOUTHWARK STREET
SE1 3HP,10009803171,22E,LEATHERMARKET STREET,,,,10009803171,"22E, LEATHERMARKET STREET, LONDON, SE1 3HP",22E LEATHERMARKET STREET
SE1 4NX,10009803056,"AUGUSTUS COURT, 94",OLD KENT ROAD,,,"land on the south east side of Preston Close, London",10009803056,"AUGUSTUS COURT, 94 OLD KENT ROAD, LONDON, SE1 4NX",AUGUSTUS COURT 94 OLD KENT ROAD
SE1 4NX,10009803052,82,OLD KENT ROAD,,,"land on the south east side of Preston Close, London",10009803052,"82 OLD KENT ROAD, LONDON, SE1 4NX",82 OLD KENT ROAD
SE16 4AH,10009801451,HICKS HOUSE,NESS STREET,,,"land on the west side of Thurland Road, London",10009801451,"HICKS HOUSE, NESS STREET, LONDON, SE16 4AH",HICKS HOUSE NESS STREET
SE1 9QQ,10009801435,20201006,BOROUGH HIGH STREET,,,"6-10 Borough High Street, London (SE1 9QQ)",10009801435,"6-10, BOROUGH HIGH STREET, LONDON, SE1 9QQ",6-10 BOROUGH HIGH STREET
SE1 2AU,10009801400,4,MORE LONDON RIVERSIDE,,,"The More London Estate, Tooley Street, London",10009801400,"4 MORE LONDON RIVERSIDE, LONDON, SE1 2AU",4 MORE LONDON RIVERSIDE
SE16 4TT,10009801339,130,BERMONDSEY WALL EAST,,,"Angel Wharf, 130-134 Bermondsey Wall East, London (SE16 4TT)",10009801339,"130 BERMONDSEY WALL EAST, LONDON, SE16 4TT",130 BERMONDSEY WALL EAST
SE1 3XG,10009801338,"THE TANNERIES, 55",BERMONDSEY STREET,,,"Shiva, The Tanneries, Bermondsey Street, London (SE1 3XH)",10009801338,"THE TANNERIES, 55 BERMONDSEY STREET, LONDON, SE1 3XG",THE TANNERIES 55 BERMONDSEY STREET
SE17 3AZ,10009801317,83,CRAMPTON STREET,,,"Land on the east side of Crampton Street, London",10009801317,"83 CRAMPTON STREET, LONDON, SE17 3AZ",83 CRAMPTON STREET
SE15 3GW,10009801115,"AURA COURT, 163",PECKHAM RYE,,,"163 Peckham Rye, London and all the walls surrounding the same (SE15 3HZ)",10009801115,"AURA COURT, 163 PECKHAM RYE, LONDON, SE15 3GW",AURA COURT 163 PECKHAM RYE
SE15 6LA,10009801095,GALLERIA COURT,PENNACK ROAD,,,"1 to 86 Galleria Court, Sumner Road, London (SE15 6PW) and 87 to 153 Galleria Court, Pennack Road, London (SE15 6PY)",10009801095,"GALLERIA COURT, PENNACK ROAD, LONDON, SE15 6LA",GALLERIA COURT PENNACK ROAD
