uprn,organisation,sao,pao,street,town,postcode,postally_addressable,ward,level,classification,property_status,address_status,official,accuracy,x,y,Swk_GIS_buildingID,TOID,Building_footprint_area_m2,LR_title_no,LR_insert_date,LR_update_date,LR_estate_interest_code,LR_estate_interest,LR_class_of_title_code,LR_clase_of_title,LR_registered_status,LR_ccod_address,LR_ccod_proprietor_name_1,LR_ccod_company_registration_no_1,LR_ccod_proprietorship_category_1,LR_ccod_proprietor_1_address_1
10013530903,,,"BLOCK B, 60",HOLLAND STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,531892.75,180386.31,1514,5.00001E+15,400.61271,SGL203059,"May 24, 2011","May 24, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"National Grid House, Sumner Street, London (SE1 9JZ)",GC BANKSIDE LLP,OC313974,Corporate Body,"The Pavilion, 118 Southwark Street, London SE1 0SW"
10013530868,,,"BLOCK A, 50",HOLLAND STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,531873.97,180399.27,1499,1E+15,443.648904,SGL203059,"May 24, 2011","May 24, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"National Grid House, Sumner Street, London (SE1 9JZ)",GC BANKSIDE LLP,OC313974,Corporate Body,"The Pavilion, 118 Southwark Street, London SE1 0SW"
10013530766,,,"LUMIA LOFTS, 160",TOWER BRIDGE ROAD,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533451.4,179565.95,1257,1000006030680,254.075896,SGL160073,"Oct 01, 2003","Feb 24, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"160-164 Tower Bridge Road, London (SE1 3FG)",LUMIA LOFTS LIMITED,06703057,Limited Company or Public Limited Company,"32 High Street, Brightlingsea, Colchester CO7 0AG"
10013530652,,THOMAS GUY HOUSE,GUYS HOSPITAL,GREAT MAZE POND,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,532884.44,180016.37,597,5.00001E+15,16716.08175,SGL167805,"Nov 29, 2011","Nov 07, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"Guys Hospital, Great Maze Pond, London (SE1 9RT)",GUY'S AND ST THOMAS'S NHS FOUNDATION TRUST,,Corporate Body,"Great Maze Pond, London SE1 9RT"
10013530652,,SOUTHWARK WING,GUYS HOSPITAL,GREAT MAZE POND,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532884.44,180016.37,597,5.00001E+15,16716.08175,SGL167805,"Nov 29, 2011","Nov 07, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"Guys Hospital, Great Maze Pond, London (SE1 9RT)",GUY'S AND ST THOMAS'S NHS FOUNDATION TRUST,,Corporate Body,"Great Maze Pond, London SE1 9RT"
10013530650,,TOWER WING,GUYS HOSPITAL,GREAT MAZE POND,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532884.44,180016.37,597,5.00001E+15,16716.08175,SGL167805,"Nov 29, 2011","Nov 07, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"Guys Hospital, Great Maze Pond, London (SE1 9RT)",GUY'S AND ST THOMAS'S NHS FOUNDATION TRUST,,Corporate Body,"Great Maze Pond, London SE1 9RT"
10013530626,,NUTMEG BUILDING,TOWER BRIDGE BUSINESS COMPLEX,CLEMENTS ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534571.15,179024.27,2346,1000006174518,17751.97422,TGL398911,"Nov 29, 2014","Nov 29, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and Buildings at, Tower Bridge Business Complex, 100 Clements Road, London (SE16 4DG)",SOUTHWARK GP NOMINEE 1 LIMITED,0862944,Limited Company or Public Limited Company,"70 Grosvenor Street, London W1K 3JP"
10013530594,,,"EVANS GRANARY APARTMENTS, 38",STONEY STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532563,180387,1797,1E+15,256.478216,LN213985,"Nov 09, 2011","Nov 09, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Pontifex and Evans Warehouses and Horseshoe Wharf, Clink Street, London",J O SIMS HOLDINGS LIMITED,529798,Limited Company or Public Limited Company,"Pudding Lane, Pinchbeck, Spalding, Lincs PE11 3TJ"
10013530447,,,"VENTURE COURT, 206",BERMONDSEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,533268.16,179451.6,918,1E+15,141.670157,TGL313365,"Dec 06, 2010","Feb 06, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"206-208 Bermondsey Street, London (SE1 3TQ)",VENTURE COURT LIMITED,10687506,Limited Company or Public Limited Company,"177 Shaftesbury Avenue, London WC2H 8JR"
10013530387,,,BOLANCHI BUILDING,ENID STREET,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534008.98,179245.15,926,1E+15,1296.770504,TGL255592,"Oct 11, 2011","Oct 11, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Bolanachi Building, Spa Road, London (SE16 3SG)",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013530306,,,BOLANACHI BUILDING,SPA ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534008.98,179245.15,926,1E+15,1296.770504,TGL255592,"Oct 11, 2011","Oct 11, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Bolanachi Building, Spa Road, London (SE16 3SG)",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013529983,,,SUCCESS HOUSE,COOPERS ROAD,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,533891,178212,2855,1E+15,231.557352,TGL302026,"Jan 06, 2011","Jan 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Success House, Coopers Road, London (SE1 5ZT)",PEABODY TRUST,7741,Community Benefit Society (Corporate Body),"45 Westminster Bridge Road, London SE1 7JB"
10013529887,,,"MARY DATCHELOR HOUSE, 2D",CAMBERWELL GROVE,,,0,St Giles,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532819.85,176651.96,215,1000005876604,1673.180893,SGL325284,"Aug 25, 2011","Jan 28, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Appleford House, 33, 35 and 37 Grove Lane (SE5 8SP), Mary Datchelor House, Camberwell Grove (SE5 8FB), 2A, 2B, 2C, 2D, 2E, and 4-24 (even), Camberwell Grove, London (SE5 8RE)",BERKELEY SEVENTY-SIX LIMITED,05232989,Limited Company or Public Limited Company,"Berkeley House, 19 Portsmouth Road, Cobham KT11 1JG"
10013529817,,,TORONTO HOUSE,SURREY QUAYS ROAD,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,535590.85,179555.58,2008,1E+15,743.866424,TGL366671,"Oct 23, 2012","Oct 23, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"Block B1, Toronto House, Surrey Quays Road, London (SE16 7AJ)",AVIVA INVESTORS GROUND RENT GP LIMITED,07584928,Limited Company or Public Limited Company,"Whittington Hall, Whittington Road, Worcester WR5 2ZX"
10013529326,,,"WELLESLEY COURT, 15",ROCKINGHAM STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532117.39,179188.24,393,1E+15,108.9528,360364,"May 11, 2011","May 11, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"The Isaac Bell, 45 Tarn Street, London (SE1 6PD)",EMPYREAN ROCKINGHAM LIMITED,11404414,Limited Company or Public Limited Company,"6th Floor, 22-25 Eastcastle Street, London W1W 8DE"
10013529289,,,"SONESTA APARTMENTS, 2A",BURCHELL ROAD,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534867.72,176721.82,130,5.00001E+15,645.994902,LN60681,"Aug 24, 2011","Aug 24, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"site of 82 and 84 Queen's Road, Peckham, London",PEABODY TRUST,7741,Community Benefit Society (Corporate Body),"45 Westminster Bridge Road, London SE1 7JB"
10013529270,,,22,AMELIA STREET,,,0,North Walworth,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,532141.18,178491.2,3113,1E+15,1625.013992,TGL231116,"Mar 02, 2010","Nov 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the north side of Amelia Street, London",GLA LAND AND PROPERTY LTD,07911046,Limited Company or Public Limited Company,"Estates, Housing & Land Directorate, Greater London Authority 3rd Floor, City Hall, The Queen's Walk, London SE1 2AA"
10013529255,,,DAVOLL COURT,MARINE STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534085.4,179374.07,2286,1E+15,257.624208,TGL305074,"Oct 07, 2009","Jun 17, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Salmon Youth Centre, 43 Old Jamaica Road, London (SE16 4TE)",THE SALMON YOUTH CENTRE IN BERMONDSEY,958986,Corporate Body,"43 Old Jamaica Road, London SE16 4TE"
10013529253,,,18,GREAT SUFFOLK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,531870.93,180196.43,1538,1E+15,10.000344,SGL151767,"Jun 02, 2011","Jun 02, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
10013529225,,,GEDLING COURT,SWEENEY CRESCENT,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533861.29,179638.6,1089,1E+15,500.166528,TGL254037,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Gedling Mission Hall, Sweeney Crescent, London (SE1 2DS)",AVON FREEHOLDS LIMITED,07399653,Limited Company or Public Limited Company,"88 Edgware Way, Edgware, Middlesex HA8 8JS"
10013529198,,,GEDLING COURT,JAMAICA ROAD,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533874.82,179646.18,1089,1E+15,500.166528,TGL254037,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Gedling Mission Hall, Sweeney Crescent, London (SE1 2DS)",AVON FREEHOLDS LIMITED,07399653,Limited Company or Public Limited Company,"88 Edgware Way, Edgware, Middlesex HA8 8JS"
10013529056,,,12,BERMONDSEY SQUARE,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533346.38,179373.41,915,1E+15,1670.628368,TGL314099,"Jan 24, 2011","Jan 24, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"10-15 (inclusive), Bermondsey Square, London",BRITISH OVERSEAS BANK NOMINEES LIMITED,00220905,Limited Company or Public Limited Company,"250 Bishopsgate, London EC2M 4AA"
10013528928,,,"TAVERN QUAY, 351",ROPE STREET,,,0,Surrey Docks,,Parent Shell Property Shell,PROVISIONAL,PROVISIONAL,1,Visual centre,536214.8,178959.75,2774,5.00001E+15,499.235862,TGL218628,"Nov 09, 2015","May 18, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"land at Tavern Quay, Rope Street, London",TAVERN QUAY DEVELOPMENTS LLP,386691,Limited Liability Partnership,"The Thames Suite, 133 Creek Road, Greenwich, London SE8 3BU"
10013528927,,,353,ROPE STREET,,,0,Surrey Docks,,Parent Shell Property Shell,PROVISIONAL,PROVISIONAL,1,Visual centre,536195.47,178954.37,2774,5.00001E+15,499.235862,TGL218628,"Nov 09, 2015","May 18, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"land at Tavern Quay, Rope Street, London",TAVERN QUAY DEVELOPMENTS LLP,386691,Limited Liability Partnership,"The Thames Suite, 133 Creek Road, Greenwich, London SE8 3BU"
10013528912,,,"EYOT HOUSE, 50",OLD JAMAICA ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534128.62,179329.86,2121,1E+15,1409.23864,TGL324815,"Oct 20, 2009","Nov 21, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528849,,,EYOT HOUSE,SUN PASSAGE,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534152.69,179322.34,2121,1E+15,1409.23864,TGL324815,"Oct 20, 2009","Nov 21, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528796,,,EYOT HOUSE,MARINE STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534095.19,179324.07,2121,1E+15,1409.23864,TGL324815,"Oct 20, 2009","Nov 21, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528786,,,1,SHAND STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533294.91,180034.95,1392,5.00001E+15,155.59037,TGL161751,"Apr 04, 2012","Apr 04, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"land at 154, 160 and 172 Tooley Street, London (SE1 2TZ) and Flats 1-5, 1 Shand Street, London (SE1 2ES)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
10013528484,,,HICKS HOUSE,SPA ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534192,179290,2122,1E+15,2269.224928,TGL223347,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the west side of Thurland Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528447,,,HICKS HOUSE,FREAN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534189.41,179291.65,2122,1E+15,2269.224928,TGL223347,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the west side of Thurland Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528437,,,PROSPECT HOUSE,OLD JAMAICA ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534194.13,179338.78,2123,1E+15,2091.27084,TGL223347,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the west side of Thurland Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528393,,,PROSPECT HOUSE,SUN PASSAGE,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534171.86,179326.9,2123,1E+15,2091.27084,TGL223347,"Jul 06, 2011","Jul 06, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the west side of Thurland Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528337,,,PROSPECT HOUSE,FREAN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534144,179326,2121,1E+15,1409.23864,TGL324815,"Oct 20, 2009","Nov 21, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Eyot House, Rouel Road and Prospect House, Old Jamaica Road, London",HYDE HOUSING ASSOCIATION LIMITED,IP18195R,Industrial and Provident Society (Company),"30 Park Street, London SE1 9EQ"
10013528169,,,"KAMEN HOUSE, 17-21",MAGDALEN STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,533193.06,180059.99,1388,1E+15,661.313125,SGL171815,"Mar 15, 2012","Mar 15, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"Kamen House, 17-24 Magdalen Street, London (SE1 2EN)",JETCO INVESTMENTS LIMITED,3829164,Limited Company or Public Limited Company,"14 Woodside Avenue, London, N12 9BG"
10013527997,,,30,PARK STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,532471,180334,1618,1E+15,1130.579296,SGL493109,"Jun 14, 2011","Jul 13, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
10013527974,,,"SUMERIA COURT, 177",ROTHERHITHE NEW ROAD,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,535263,178665,2819,1E+15,504.172113,SGL319175,"Nov 03, 2011","Nov 03, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"173-181 Rotherhithe New Road,  London (SE16 2BE)",DEWMEAD LIMITED,02945773,Limited Company or Public Limited Company,"Second Floor, 2 Carshalton Road, Sutton SM1 4RA"
10013527973,,,"SUNSHINE HOUSE, 27",PECKHAM ROAD,,,0,St Giles,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,533191,176741,73,1E+15,724.747136,TGL229983,"Jul 18, 2011","Jul 18, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the north side of Peckham Road, London",BBH-LSL (FUNDCO TRANCHE 1) LIMITED,05072627,Limited Company or Public Limited Company,"Clive House, Old Brewery Mews, Hampstead, London NW3 1PZ"
10013527942,,,3,MORE LONDON PLACE,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,533356.19,180122.57,1382,1E+15,4285.645088,TGL143293,"Apr 10, 2012","Sep 01, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"The More London Estate, Tooley Street, London",MLFH LIMITED,8751231,Limited Company or Public Limited Company,"Shackleton House, 4 Battle Bridge Lane, London SE1 2HX"
10013527306,,,GWEN MORRIS HOUSE,WYNDHAM ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,532295.42,177230.58,2717,1E+15,604.130112,TGL71732,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Wyndham Garage, Wyndham Road, London (SE5 0UN)",METROPOLITAN HOUSING TRUST LIMITED,IP16337R,Industrial and Provident Society (Company),"The Grange, 100 High Street, London N14 6PW"
10013527188,,,"RADFORD COURT, 814",OLD KENT ROAD,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,535036.41,177398.05,1941,1E+15,471.943624,SGL336272,"Aug 23, 2011","Aug 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"1 to 21 (inclusive) Radford Court, 814 Old Kent Road, London (SE15 1AJ)",A2DOMINION SOUTH LIMITED,IP28641R,Industrial and Provident Society (Company),"The Point, 37 North Wharf Road, London W2 1BD"
10013527116,,,140,SOUTHWARK BRIDGE ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,532004,179632,687,1E+15,2165.856128,SGL274301,"Dec 01, 2010","Dec 05, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,land on the north west side of Southwark Bridge Road (SE1 0DG),RAMVEL LIMITED,06703206,Limited Company or Public Limited Company,"Berkeley House, 304 Regents Park Road, London N3 2JX"
10013526686,,,FLANNERY COURT,KEETONS ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534587,179349,2275,1E+15,949.254024,TGL264329,"Oct 04, 2011","Oct 04, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Flats 1-54, Flannery Court, Drummond Road, London (SE16 2JX)",METROPOLITAN HOUSING TRUST LIMITED,IP16337R,Industrial and Provident Society (Company),"The Grange, 100 High Street, London N14 6PW"
10013526685,,,FLANNERY COURT,TRANTON ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534587,179349,2275,1E+15,949.254024,TGL264329,"Oct 04, 2011","Oct 04, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Flats 1-54, Flannery Court, Drummond Road, London (SE16 2JX)",METROPOLITAN HOUSING TRUST LIMITED,IP16337R,Industrial and Provident Society (Company),"The Grange, 100 High Street, London N14 6PW"
10013526585,,,"AMISHA COURT, 161",GRANGE ROAD,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,533627.25,179116.28,1140,1E+15,1133.480575,LN122025,"Sep 07, 2011","Sep 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
10013526567,,,"PALESTRA HOUSE, 197",BLACKFRIARS ROAD,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,531692,180032,1466,1E+15,2494.017768,LN84513,"May 23, 2011","May 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
10013526145,,,FLANNERY COURT,DRUMMOND ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534616,179349,2275,1E+15,949.254024,TGL264329,"Oct 04, 2011","Oct 04, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Flats 1-54, Flannery Court, Drummond Road, London (SE16 2JX)",METROPOLITAN HOUSING TRUST LIMITED,IP16337R,Industrial and Provident Society (Company),"The Grange, 100 High Street, London N14 6PW"
10013526113,,,1,TRUNDLE STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,532177.02,179798.23,524,1E+15,365.373456,TGL249299,"Oct 18, 2011","Oct 18, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"St Michael's Church and Church Hall Site, Lant Street, London",QUADRON INVESTMENTS LIMITED,01122319,Limited Company or Public Limited Company,"14 Lodge Road, Hendon, London NW4 4EF"
10013525754,,,CHLOE COURT,BOURNEMOUTH ROAD,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534328,176274,121,1E+15,1464.532405,TGL249273,"Feb 06, 2013","Dec 05, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"137 to 141 (odd) Rye Lane, London (SE15 4ST)",WANDLE HOUSING ASSOCIATION LIMITED,19255R,Registered Society (Company),"2nd Floor Minerva House, Montague Close, London SE1 9BB"
10013525739,,,"THALIA COURT, 137",RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534310,176269,121,1E+15,1464.532405,TGL249273,"Feb 06, 2013","Dec 05, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"137 to 141 (odd) Rye Lane, London (SE15 4ST)",WANDLE HOUSING ASSOCIATION LIMITED,19255R,Registered Society (Company),"2nd Floor Minerva House, Montague Close, London SE1 9BB"
10013525609,,,2B,MORE LONDON RIVERSIDE,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533338.17,180226.1,1432,1E+15,134.060608,TGL143293,"Apr 10, 2012","Sep 01, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"The More London Estate, Tooley Street, London",MLFH LIMITED,8751231,Limited Company or Public Limited Company,"Shackleton House, 4 Battle Bridge Lane, London SE1 2HX"
10013525465,,,"THE HUB, 155",BERMONDSEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,533351,179600,978,1E+15,564.394192,SGL434266,"Nov 05, 2004","May 18, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"155 Bermondsey Street, London, (SE1 3UW)",ABBEYLADDER LIMITED,01715256,Limited Company or Public Limited Company,"Denning House, 1 London Road, Maidstone, Kent ME16 8HS"
10013525421,,,263,RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534460,175945,37,1E+15,916.533592,TGL290528,"Mar 17, 2010","Mar 17, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Blocks A and B, 249-267 Rye Lane, London",LONDON & QUADRANT HOUSING TRUST,30441R,Registered Society (Corporate Body),"29-35 West Ham Lane, London E15 4PH"
10013525382,,,257,RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534460,175963,37,1E+15,916.533592,TGL290528,"Mar 17, 2010","Mar 17, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Blocks A and B, 249-267 Rye Lane, London",LONDON & QUADRANT HOUSING TRUST,30441R,Registered Society (Corporate Body),"29-35 West Ham Lane, London E15 4PH"
10013525373,,,253,RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534479,175978,32,1E+15,116.470704,TGL292714,"Mar 17, 2010","Mar 17, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Block C, 249/267 Rye Lane, London",LONDON & QUADRANT HOUSING TRUST,30441R,Registered Society (Corporate Body),"29-35 West Ham Lane, London E15 4PH"
10013525324,,,249,RYE LANE,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,1,General internal point,534503,175951,35,1E+15,662.096504,TGL231347,"Mar 17, 2010","Mar 17, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"249-267 Rye Lane, London (SE15 4UP)",LONDON & QUADRANT HOUSING TRUST,30441R,Registered Society (Corporate Body),"29-35 West Ham Lane, London E15 4PH"
10013525321,,,20,ST JAMESS ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,534323.33,179372.14,2179,1E+15,215.612384,TGL272108,"Dec 01, 2008","Dec 01, 2008",EL,Estate in land,AF,Absolute freehold title,Registered,"20-30 (even), St James's Road, London (SE16 4QR)",BLUEPRINT HOMES LIMITED,04940688,Limited Company or Public Limited Company,"26 St. James's Road, London SE16 4QJ"
10013525198,,,GIVERNY HOUSE,WATER GARDENS SQUARE,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535725,179535,1978,1E+15,490.542912,TGL199373,"Sep 21, 2009","Sep 21, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,"Site D, Canada Water Retail Park, London",FAIRHOLD ATLAS LIMITED,4735472,Limited Company or Public Limited Company,"Berkeley House, 304 Regents Park Road, London N3 2JX"
10013525158,,,HELIGAN HOUSE,WATER GARDENS SQUARE,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,1,Visual centre,535705,179551,1979,1E+15,470.745712,TGL199373,"Sep 21, 2009","Sep 21, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,"Site D, Canada Water Retail Park, London",FAIRHOLD ATLAS LIMITED,4735472,Limited Company or Public Limited Company,"Berkeley House, 304 Regents Park Road, London N3 2JX"
